SZL, XOF, 45.9265838368, 12/01/2017, Yes
SZL, ZAR, 0.998784829779, 12/01/2017, Yes
SZL, ZMW, 0.743136309828, 12/01/2017, Yes
SZL, KES, 7.71017344515, 12/01/2017, Yes
TZS, UGX, 1.63061804084, 12/01/2017, Yes
TZS, XOF, 0.279074813145, 12/01/2017, Yes
TZS, ZAR, 0.00606915791372, 12/01/2017, Yes
TZS, ZMW, 0.00451569895866, 12/01/2017, Yes
TZS, KES, 0.0468511923545, 12/01/2017, Yes
UGX, XOF, 0.171146648789, 12/01/2017, Yes
UGX, ZAR, 0.00372199850713, 12/01/2017, Yes
UGX, ZMW, 0.00276931742784, 12/01/2017, Yes
UGX, KES, 0.0287321685281, 12/01/2017, Yes
XOF, ZAR, 0.0217474226546, 12/01/2017, Yes
XOF, ZMW, 0.016180962043, 12/01/2017, Yes
XOF, KES, 0.167880403919, 12/01/2017, Yes
ZAR, ZMW, 0.74404044562, 12/01/2017, Yes
ZAR, KES, 7.71955401731, 12/01/2017, Yes
ZMW, KES, 10.3751806273, 12/01/2017, Yes
